,,,,Independent Variable Independent Variable camera,Independent Variable Independent Variable comments_video,Independent Variable Independent Variable family,Independent Variable Independent Variable id,Independent Variable Independent Variable Missed samples %,Independent Variable Independent Variable Recording after,Independent Variable Independent Variable start (s),Independent Variable Independent Variable Subject not found %,Independent Variable Independent Variable Video file,Independent Variable Independent Variable week,Distance moved center-point Total cm,Velocity center-point Mean cm/s,Movement Moving / center-point Cumulative Duration s,Movement Not Moving / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration %,In zone blank / center-point Cumulative Duration s,In zone blank / center-point Cumulative Duration %,Mobility Body fill Mean %,Mobility state Highly mobile Cumulative Duration s,Mobility state Mobile Cumulative Duration s,Mobility state Immobile Cumulative Duration s
10 minutes,Trial    17,Arena 3,In blank,A,nc,BL2,BL2_05,0.0 %,+ 00:05:15.032,315,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"48,2276","0,0805855","35,1191","564,786",0,0,"600,145",100,"8,25745","0,319992","492,388","107,277"
10 minutes,Trial    17,Arena 4,In cue,A,spider sometimes badly detected,BQ3,BQ3_04,0.0 %,+ 00:05:15.032,315,10.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"29,5515","0,0754807","85,5979","319,032","412,15","68,675",0,0,"12,1355","3,11992","399,67","2,55994"
10 minutes,Trial    17,Arena 4,In blank,A,spider sometimes badly detected,BQ3,BQ3_04,0.0 %,+ 00:05:15.032,315,10.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"33,5057","0,250498","77,2781","67,4383",0,0,"148,956","24,82","21,9014","3,43991","139,517","2,31994"
10 minutes,Trial    17,Arena 5,In cue,A,spider sometimes badly detected,BM1,M1_03,0.0 %,+ 00:05:15.032,315,2.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"9,7989","0,0956948","36,2391","70,9582","108,477","18,0752",0,0,"10,6144",0,"91,0377","16,1596"
10 minutes,Trial    17,Arena 5,In blank,A,spider sometimes badly detected,BM1,M1_03,0.0 %,+ 00:05:15.032,315,2.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"23,1748","0,0489263","64,3184","418,47",0,0,"485,108","80,8318","9,76906",0,"441,509","41,679"
10 minutes,Trial    17,Arena 6,In cue,A,spider sometimes badly detected,BS4,S4_04,0.0 %,+ 00:05:15.032,315,16.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"18,7144","0,115126","78,078","103,517","197,915","32,9779",0,0,"12,7526","0,639984","174,396","7,8398"
10 minutes,Trial    17,Arena 6,In blank,A,spider sometimes badly detected,BS4,S4_04,0.0 %,+ 00:05:15.032,315,16.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"54,8252","0,172584","147,916","190,555",0,0,"348,471","58,0645","15,9183","1,83995","331,512","5,35987"
10 minutes,Trial    18,Arena 1,In cue,B,spider dead,BS9,S9_03,0.0 %,+ 00:02:10.077,130,9.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"37,21","0,332241","28,8793","85,7579","117,037","19,5015",0,0,"17,0694","8,31979","54,8786","51,7587"
10 minutes,Trial    18,Arena 1,In blank,B,spider dead,BS9,S9_03,0.0 %,+ 00:02:10.077,130,9.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"90,0099","0,20813","87,7578","344,951",0,0,"432,789","72,1141","12,6977","9,43976","246,074","177,196"
10 minutes,Trial    18,Arena 2,In cue,B,nc,BS6,S6_05,0.0 %,+ 00:02:10.077,130,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"1,03877","0,499422","1,91995","0,159996","2,07995","0,346574",0,0,"28,1949","0,159996","1,91995",0
10 minutes,Trial    18,Arena 2,In blank,B,nc,BS6,S6_05,0.0 %,+ 00:02:10.077,130,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"70,8395","0,118686","52,8787","544,226",0,0,"597,265","99,5201","8,90822","5,99985","437,589","153,516"
10 minutes,Trial    18,Arena 3,In cue,B,nc,BS11,BS11_03,0.0 %,+ 00:02:10.077,130,42.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"23,9448","0,18251","15,0396","116,237","131,277","21,8742",0,0,"7,74476","1,91995","47,1188","82,2379"
10 minutes,Trial    18,Arena 3,In blank,B,nc,BS11,BS11_03,0.0 %,+ 00:02:10.077,130,42.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"42,2379","0,197157","58,9585","159,516",0,0,"219,994","36,6569","9,37289","4,47989","92,0777","121,917"
10 minutes,Trial    18,Arena 4,In cue,B,spider on the walls sometimes,BM2,BM2_03,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"29,2121","3,72612","6,87983","0,959976","7,8398","1,30632",0,0,"20,7803","0,719982","5,99985","1,11997"
10 minutes,Trial    18,Arena 4,In blank,B,spider on the walls sometimes,BM2,BM2_03,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"59,1539","0,0998842","127,277","464,948",0,0,"592,305","98,6937","5,48153","0,959976","267,993","323,272"
10 minutes,Trial    18,Arena 5,In cue,B,spider dead,BS3,S3_03,0.0 %,+ 00:02:10.077,130,95.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"1,26935","0,174366","5,75986","1,99995","9,75976","1,62623",0,0,"14,0308",0,"6,95983","1,43996"
10 minutes,Trial    18,Arena 5,In blank,B,spider dead,BS3,S3_03,0.0 %,+ 00:02:10.077,130,95.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"2,59414","0,130756","12,0797","8,0798",0,0,"20,4795","3,41242","10,8241",0,"14,7996","5,35987"
10 minutes,Trial    18,Arena 6,In cue,B,spider on the walls sometimes,BS7,S7_03,0.0 %,+ 00:02:10.077,130,28.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"45,3058","0,507016","47,9188","49,2788","103,197","17,1954",0,0,"25,5437","11,2797","73,6782","12,3197"
10 minutes,Trial    18,Arena 6,In blank,B,spider on the walls sometimes,BS7,S7_03,0.0 %,+ 00:02:10.077,130,28.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680003.MP4,2,"80,7018","0,241339","55,8386","280,233",0,0,"336,952","56,145","12,6004","11,9997","253,274","70,7982"
10 minutes,Trial    19,Arena 1,In cue,A,spider on the walls sometimes,BS9,S9_04,0.0 %,+ 00:02:17.037,137,28.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"8,63772","0,190431","4,39989","41,199","45,6789","7,6113",0,0,"12,8851","3,11992","31,3592","11,1197"
10 minutes,Trial    19,Arena 1,In blank,A,spider on the walls sometimes,BS9,S9_04,0.0 %,+ 00:02:17.037,137,28.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"67,8111","0,177335","83,7579","306,872",0,0,"395,59","65,9158","12,8911","9,75976","267,433","113,917"
10 minutes,Trial    19,Arena 2,In cue,A,spider on the walls sometimes,BS6,S6_12,0.0 %,+ 00:02:17.037,137,52.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"15,8402","0,0564769","33,6792","251,994","290,873","48,4671",0,0,"7,37502","0,239994","137,757","148,476"
10 minutes,Trial    19,Arena 2,In blank,A,spider on the walls sometimes,BS6,S6_12,0.0 %,+ 00:02:17.037,137,52.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    19,Arena 3,In cue,A,nc,BS8,S8_04,0.0 %,+ 00:02:17.037,137,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"16,3762","0,0272907",0,"600,065","600,145",100,0,0,"5,92236",0,"425,749","174,316"
10 minutes,Trial    19,Arena 3,In blank,A,nc,BS8,S8_04,0.0 %,+ 00:02:17.037,137,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    19,Arena 4,In cue,A,spider on the walls sometimes,BS7,S7_05,0.0 %,+ 00:02:17.037,137,7.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"50,0294","0,10027","77,0381","423,429","501,267","83,5244",0,0,"9,81015","5,75986","328,952","165,756"
10 minutes,Trial    19,Arena 4,In blank,A,spider on the walls sometimes,BS7,S7_05,0.0 %,+ 00:02:17.037,137,7.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"6,97716","0,132347","6,95983","46,2388",0,0,"53,4387","8,90429","10,1462","1,11997","32,7992","19,2795"
10 minutes,Trial    19,Arena 5,In cue,A,nc,BM1,M1_04,0.0 %,+ 00:02:17.037,137,53.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"12,3344","0,0452418","18,0795","259,674","279,513","46,5742",0,0,"9,1966",0,"209,355","68,4783"
10 minutes,Trial    19,Arena 5,In blank,A,nc,BM1,M1_04,0.0 %,+ 00:02:17.037,137,53.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"1,92172","0,750692","2,23994","0,39999",0,0,"2,79993","0,466542","43,605","0,239994","2,31994","0,079998"
10 minutes,Trial    19,Arena 6,In cue,A,nc,BQ1,Q1_06,0.0 %,+ 00:02:17.037,137,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,"16,3279","0,0272102","0,319992","599,745","600,145",100,0,0,"7,56661",0,"521,667","78,398"
10 minutes,Trial    19,Arena 6,In blank,A,nc,BQ1,Q1_06,0.0 %,+ 00:02:17.037,137,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    20,Arena 1,In cue,B,nc,BM2,BM2_04,0.0 %,+ 00:02:20.076,140,15.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"18,3885","0,583407","23,0394","13,1997","39,199","6,53159",0,0,"30,6769","4,31989","29,5193","2,47994"
10 minutes,Trial    20,Arena 1,In blank,B,nc,BM2,BM2_04,0.0 %,+ 00:02:20.076,140,15.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"33,0656","0,0702226","41,759","431,989",0,0,"474,228","79,0189","9,37209","2,79993","389,91","81,038"
10 minutes,Trial    20,Arena 2,In cue,B,nc,BQ3,BQ3_05,0.0 %,+ 00:02:20.076,140,2.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    20,Arena 2,In blank,B,nc,BQ3,BQ3_05,0.0 %,+ 00:02:20.076,140,2.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"36,4247","0,0625439","42,8789","541,826",0,0,"586,705","97,7606","7,6695","2,79993","374,871","207,115"
10 minutes,Trial    20,Arena 3,In cue,B,nc,BS4,S4_05,0.0 %,+ 00:02:20.076,140,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    20,Arena 3,In blank,B,nc,BS4,S4_05,0.0 %,+ 00:02:20.076,140,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"8,51174","0,0141847",0,"600,065",0,0,"600,145",100,"3,18311",0,"80,398","519,667"
10 minutes,Trial    20,Arena 4,In cue,B,nc,BS3,S3_04,0.0 %,+ 00:02:20.076,140,0.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"24,0431","0,0403201","26,4793","572,626","599,985","99,9733",0,0,"8,1238","0,559986","506,147","92,9577"
10 minutes,Trial    20,Arena 4,In blank,B,nc,BS3,S3_04,0.0 %,+ 00:02:20.076,140,0.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"0,159597","1,99501","0,159996",0,0,0,"0,159996","0,0266596","66,4207",0,"0,159996",0
10 minutes,Trial    20,Arena 5,In cue,B,nc,BL2,BL2_06,0.0 %,+ 00:02:20.076,140,15.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"34,2993","0,0806228","71,5982","368,471","450,069","74,9933",0,0,"10,0326","3,59991","347,111","89,7578"
10 minutes,Trial    20,Arena 5,In blank,B,nc,BL2,BL2_06,0.0 %,+ 00:02:20.076,140,15.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"9,52195","0,142037","21,1195","51,9187",0,0,"76,3981","12,7299","11,4874","2,39994","56,6386","14,0796"
10 minutes,Trial    20,Arena 6,In cue,B,spider on the walls most of the time,BS11,BS11_04,0.0 %,+ 00:02:20.076,140,73.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"12,8775","0,0912029","20,9595","124,797","148,636","24,7667",0,0,"8,31684","1,35997","91,9977","52,6387"
10 minutes,Trial    20,Arena 6,In blank,B,spider on the walls most of the time,BS11,BS11_04,0.0 %,+ 00:02:20.076,140,73.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690001.MP4,2,"13,286","0,927815","18,2395","2,23994",0,0,"24,2394","4,03892","44,1149","4,39989","15,1996","0,879978"
10 minutes,Trial    21,Arena 1,In cue,A,nc,BM1,M1_05,0.0 %,+ 00:02:21.036,141,7.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"2,39236","0,586379","4,1599","0,39999","4,95988","0,826446",0,0,"35,5031","0,79998","3,43991","0,319992"
10 minutes,Trial    21,Arena 1,In blank,A,nc,BM1,M1_05,0.0 %,+ 00:02:21.036,141,7.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"30,5637","0,0556042","67,4383","483,348",0,0,"551,826","91,9488","6,58749","1,83995","188,715","360,231"
10 minutes,Trial    21,Arena 2,In cue,A,nc,BS6,S6_13,0.0 %,+ 00:02:21.036,141,23.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"28,4826","0,0902971","36,3991","280,953","318,712","53,1058",0,0,"7,70847","4,71988","100,157","212,475"
10 minutes,Trial    21,Arena 2,In blank,A,nc,BS6,S6_13,0.0 %,+ 00:02:21.036,141,23.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"14,0978","0,0993388","12,5597","131,997",0,0,"145,676","24,2735","7,75696","2,07995","71,1982","71,2782"
10 minutes,Trial    21,Arena 3,In cue,A,spider on the walls sometimes,BS3,S3_05,0.0 %,+ 00:02:21.036,141,9.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"34,4323","0,0749198","52,0787","410,15","463,588","77,2461",0,0,"6,76385","4,71988","120,157","337,432"
10 minutes,Trial    21,Arena 3,In blank,A,spider on the walls sometimes,BS3,S3_05,0.0 %,+ 00:02:21.036,141,9.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"14,1156","0,170153","9,27977","74,6381",0,0,"84,9579","14,1562","9,38609","3,59991","11,9997","68,3183"
10 minutes,Trial    21,Arena 4,In cue,A,spider on the walls sometimes,BS7,S7_11,0.0 %,+ 00:02:21.036,141,23.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"37,4238","0,179031","69,1983","143,596","214,795","35,7905",0,0,"13,619","6,39984","108,957","97,7576"
10 minutes,Trial    21,Arena 4,In blank,A,spider on the walls sometimes,BS7,S7_11,0.0 %,+ 00:02:21.036,141,23.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"55,3725","0,220508","105,117","146,396",0,0,"251,674","41,9355","16,1348","7,43981","147,036","97,0376"
10 minutes,Trial    21,Arena 5,In cue,A,nc,BQ1,Q1_08,0.0 %,+ 00:02:21.036,141,44.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"23,9319","0,174537","39,439","101,037","142,556","23,7537",0,0,"11,5536","1,35997","52,7987","86,7178"
10 minutes,Trial    21,Arena 5,In blank,A,nc,BQ1,Q1_08,0.0 %,+ 00:02:21.036,141,44.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"23,6657","0,12159","38,559","156,076",0,0,"194,635","32,4314","8,50484","0,879978","46,8788","146,876"
10 minutes,Trial    21,Arena 6,In cue,A,spider on the walls sometimes,BS11,BS11_05,0.0 %,+ 00:02:21.036,141,22.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"12,025","0,0608322","16,7996","183,355","201,835","33,631",0,0,"6,05603","1,03997","60,0785","139,037"
10 minutes,Trial    21,Arena 6,In blank,A,spider on the walls sometimes,BS11,BS11_05,0.0 %,+ 00:02:21.036,141,22.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710002.MP4,2,"8,36879","0,0312183","4,95988","263,113",0,0,"268,153","44,6814","5,27894","0,639984","115,357","152,076"
10 minutes,Trial    22,Arena 1,In cue,B,nc,BS4,S4_06,0.0 %,+ 00:02:00.077,120,39.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"6,30411","0,610879","11,9997","1,11997","15,0396","2,506",0,0,"35,4422","1,03997","11,9197","0,159996"
10 minutes,Trial    22,Arena 1,In blank,B,nc,BS4,S4_06,0.0 %,+ 00:02:00.077,120,39.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"13,8493","0,0394083","12,8797","338,552",0,0,"351,431","58,5577","7,30806",0,"254,874","96,5576"
10 minutes,Trial    22,Arena 2,In cue,B,nc,BS9,S9_06,0.0 %,+ 00:02:00.077,120,24.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"10,7121","0,126087","20,6395","67,1983","88,8778","14,8094",0,0,"11,0784","0,39999","56,3186","31,1192"
10 minutes,Trial    22,Arena 2,In blank,B,nc,BS9,S9_06,0.0 %,+ 00:02:00.077,120,24.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"58,7688","0,161492","104,077","269,833",0,0,"380,71","63,4364","13,1196","4,55989","228,474","141,036"
10 minutes,Trial    22,Arena 3,In cue,B,spider on the walls sometimes,BQ3,BQ3_06,0.0 %,+ 00:02:00.077,120,89.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"10,2534","0,170894","16,4796","45,0389","64,0784","10,6772",0,0,"13,3026","0,159996","34,8791","27,1993"
10 minutes,Trial    22,Arena 3,In blank,B,spider on the walls sometimes,BQ3,BQ3_06,0.0 %,+ 00:02:00.077,120,89.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    22,Arena 4,In cue,B,spider on the walls sometimes,BL2,BL2_09,0.0 %,+ 00:02:00.077,120,20.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"21,752","0,11973","30,7992","152,316","184,795","30,7918",0,0,"10,4097","3,19992","121,677","58,3185"
10 minutes,Trial    22,Arena 4,In blank,B,spider on the walls sometimes,BL2,BL2_09,0.0 %,+ 00:02:00.077,120,20.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"25,8562","0,0874487","27,2793","268,633",0,0,"296,073","49,3335","9,22569","2,39994","224,234","69,2783"
10 minutes,Trial    22,Arena 5,In cue,B,spider on the walls most of the time,BM2,BM2_05,0.0 %,+ 00:02:00.077,120,45.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"7,20934","0,0437683","23,9194","140,796","164,716","27,446",0,0,"7,24827","0,39999","80,638","83,6779"
10 minutes,Trial    22,Arena 5,In blank,B,spider on the walls most of the time,BM2,BM2_05,0.0 %,+ 00:02:00.077,120,45.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"15,8328","0,0976391","33,1992","131,357",0,0,"166,796","27,7926","10,3553","1,03997","111,677","51,9987"
10 minutes,Trial    22,Arena 6,In cue,B,nc,BS8,S8_05,0.0 %,+ 00:02:00.077,120,10.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"38,1583","0,127811","41,359","257,914","299,673","49,9334",0,0,"8,8167","2,87993","111,437","184,955"
10 minutes,Trial    22,Arena 6,In blank,B,nc,BS8,S8_05,0.0 %,+ 00:02:00.077,120,10.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\10-12;69RDPHH\S1690002.MP4,2,"24,6804","0,104758","31,0392","208,795",0,0,"242,154","40,3492","8,30941","1,11997","107,837","130,877"
10 minutes,Trial    23,Arena 1,In cue,A,spider on the walls sometimes,BS11,BS11_06,0.0 %,+ 00:03:35.035,215,44.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"22,2534","0,112167","11,7597","189,195","203,115","33,8443",0,0,"4,35008","1,83995","11,3597","187,755"
10 minutes,Trial    23,Arena 1,In blank,A,spider on the walls sometimes,BS11,BS11_06,0.0 %,+ 00:03:35.035,215,44.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"8,72574","0,0666307","8,87978","122,077",0,0,"130,957","21,8208","8,43897","0,239994","110,077","20,6395"
10 minutes,Trial    23,Arena 2,In cue,A,nc,BS9,S9_07,0.0 %,+ 00:03:35.035,215,0.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"0,921451","0,767895","1,35997",0,"1,35997","0,226606",0,0,"43,5624",0,"1,35997",0
10 minutes,Trial    23,Arena 2,In blank,A,nc,BS9,S9_07,0.0 %,+ 00:03:35.035,215,0.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"31,7761","0,0532811","33,2792","564,466",0,0,"598,465","99,7201","8,51576","1,11997","466,308","130,317"
10 minutes,Trial    23,Arena 3,In cue,A,nc,BS7,S7_15,0.0 %,+ 00:03:35.035,215,0.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"3,37881","3,51968","1,35997",0,"1,75996","0,293255",0,0,"65,981","0,479988","0,959976",0
10 minutes,Trial    23,Arena 3,In blank,A,nc,BS7,S7_15,0.0 %,+ 00:03:35.035,215,0.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"34,5952","0,0581173","12,4797","582,865",0,0,"595,665","99,2535","8,60544","1,43996","524,227","69,8383"
10 minutes,Trial    23,Arena 4,In cue,A,spider dead,BQ1,Q1_09,0.0 %,+ 00:03:35.035,215,99.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    23,Arena 4,In blank,A,spider dead,BQ1,Q1_09,0.0 %,+ 00:03:35.035,215,99.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,"0,441906","1,38099","0,79998",0,0,0,"0,959976","0,159957","42,8562","0,319992","0,479988",0
10 minutes,Trial    23,Arena 5,In cue,A,spider on the walls sometimes,BS8,S8_06,0.0 %,+ 00:03:35.035,215,28.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\10-12;171RDPHH\S1710003.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
